family_id,family,variation,alias,parents,children,description,parameters,upper_bound,lower_bound,domain
68.0,Bcnf Decomposition,Decisional BCNF,Decisional Boyce-Codd Normal Form,,,"Decisional BCNF is the problem of deciding whether or not a relation schema can be turned into Boyce-Codd normal form (BCNF).

A relation schema $R$ is in Boyce Codd Normal Form (abbr. BCNF) if for all non-trivial FDs $X \rightarrow Y$ in $F^+$, $X$ is a superkey. In extending this notion to database schemas, we must be conscious of the UR-assumption. We say that $R_i = <ATTR_i,F_i>$ is in BCNF if the schema $<ATTR_i, F^+[ATTR_i]>$ is in BCNF, and $D$ is in BCNF if each $R_i$ is.","$n$: size of database?
$k$: number of functional dependencies",,coNP-hard,Databases
68.0,Bcnf Decomposition,Decisional Perfect BCNF,Decisional Perfect Boyce-Codd Normal Form,,,"Decisional Perfect BCNF is the problem of deciding whether or not a relation schema can be turned into Boyce-Codd normal form (BCNF), without loosing functional dependencies.

A relation schema $R$ is in Perfect Boyce Codd Normal Form (abbr. perfect BCNF) if all non-trivial FDs in $F^+$ are among the FDs of the normalized form.","$n$: size of database?
$k$: number of functional dependencies",,,Databases
69.0,4Nf Decomposition,4NF Decomposition,Fourth Normal Form Decomposition,,4NF Decomposition for Functional and Multivalued Dependency Sets; 4NF Decomposition for Conflict-Free Dependency Sets,"4NF Decomposition is the problem of decomposing a relation schema into fourth normal form (4NF).

A relation schema $R^*$ is in fourth normal form (4NF) if, whenever a nontrivial multivalued dependency $X \rightarrow Y$ holds for $R^*$, then so does the functiunal dependency $X \rightarrow A$ for every column name $A$ of $R^*$. Intuitively all dependencies are the result of keys. In particular a 4NF relation schema can have no nontrivial multivalued dependencies that are not functional dependencies.","$n$: size of database?
$k$: number of functional dependencies",,,Databases
69.0,4Nf Decomposition,4NF Decomposition for Functional and Multivalued Dependency Sets,,4NF Decomposition,,"4NF Decomposition is the problem of decomposing a relation schema into fourth normal form (4NF). This variation specifies that the input dependency set has only functional and multivalued dependencies.

A relation schema $R^*$ is in fourth normal form (4NF) if, whenever a nontrivial multivalued dependency $X \rightarrow Y$ holds for $R^*$, then so does the functiunal dependency $X \rightarrow A$ for every column name $A$ of $R^*$. Intuitively all dependencies are the result of keys. In particular a 4NF relation schema can have no nontrivial multivalued dependencies that are not functional dependencies.","$n$: size of database?
$k$: number of functional dependencies",,,
69.0,4Nf Decomposition,4NF Decomposition for Conflict-Free Dependency Sets,,4NF Decomposition,,"4NF Decomposition is the problem of decomposing a relation schema into fourth normal form (4NF). This variation specifies that the input dependency set is conflict-free.

A relation schema $R^*$ is in fourth normal form (4NF) if, whenever a nontrivial multivalued dependency $X \rightarrow \rightarrow Y$ holds for $R^*$, then so does the functiunal dependency $X \rightarrow A$ for every column name $A$ of $R^*$. Intuitively all dependencies are the result of keys. In particular a 4NF relation schema can have no nontrivial multivalued dependencies that are not functional dependencies.","$n$: size of database?
$k$: number of functional dependencies",,,
71.0,Disk Scheduling,Disk Scheduling,,,,"When disk requests arrive at the disk device, they are queued for service and a disk scheduling algorithm is used to decide which of a waiting queue of disk requests to serve next.",$n$: number of requests,,,Operating Systems
72.0,The Vertex Cover Problem,The Vertex Cover Problem,VC,,"The Vertex Cover Problem, Degrees Bounded By 3; The Vertex Cover Problem for Two-Terminal Series-Parallel Graphs",A vertex cover of a graph $G$ is a set $C$ of vertices such that every edge of $G$ has at least one endpoint in $C$. The vertex cover problem is to find a minimum-size vertex cover in a given graph $G$.,"$n$: number of vertices
$m$: number of edges
$k$: size of vertex cover",,,Combinatorics
72.0,The Vertex Cover Problem,"The Vertex Cover Problem, Degrees Bounded By 3",3DVC,The Vertex Cover Problem,,A vertex cover of a graph $G$ is a set $C$ of vertices such that every edge of $G$ has at least one endpoint in $C$. The vertex cover problem is to find a minimum-size vertex cover in a given graph $G$. This version of the problem is such that the input graph $G$ has all vertices' degree bounded by 3.,"$n$: number of vertices
$m$: number of edges
$k$: size of vertex cover",,,Combinatorics
72.0,The Vertex Cover Problem,The Vertex Cover Problem for Two-Terminal Series-Parallel Graphs,,The Vertex Cover Problem,,,,,,
73.0,Cfg Problems,CFG Parsing,,,,"Given a grammar $G$ and a string $s$, find the parse structure, or analysis, assigned to the string $s$ by the grammar $G$.","$n$: length of the given string
$|G|$: size of the grammar",O(n^3),,
73.0,Cfg Problems,CFG Recognition,,,,"Given a grammar $G$ and a string $s$, determine if the string $s$ can be derived by the grammar $G$.","$n$: length of the given string
$|G|$: size of the grammar",O(n^2.38 * |G|),,
74.0,Finding Frequent Itemsets,Finding Frequent Itemsets,Finding Association Rules,,,"We assume there is a number $s$, called the support threshold. If $I$ is a set of items (or an itemset), the support for $I$ is the number of baskets for which $I$ is a subset. We say $I$ is frequent if its support is $s$ or more. Given a universal set of items, a list of baskets (which are subsets of items), and a threshold $s$, determine all frequent itemsets.",$n$: total number of transactions (size of database),,,Combinatorics
74.0,Finding Frequent Itemsets,Max-Cardinality Frequent Set,,,,Determine a frequent itemset with the maximum cardinality (or compute the cardinality of such an itemset).,$n$: total number of transactions (size of database),,,Combinatorics
74.0,Finding Frequent Itemsets,Min-Cardinality Infrequent Set,,,,Determine an infrequent itemset with the minimum cardinality (or compute the cardinality of such an itemset).,$n$: total number of transactions (size of database),,,Combinatorics
74.0,Finding Frequent Itemsets,Log-Counting Frequent Sets,,,,Determine the logarithm of the number of frequent itemsets.,$n$: total number of transactions (size of database),,,Combinatorics
74.0,Finding Frequent Itemsets,Top-k Frequent Closed Itemsets,,,,"An itemset X is called a closed itemset if there exists no proper superset Y of X with sup(X)=sup(Y) (here, ""sup"" denotes support). A closed itemset X is a top-k frequent closed itemset of minimal length min_l if there exists no more than (k-1) closed itemsets of length at least min_l whose support is higher than that of X. In this problem, we wish to mine top-k frequent closed itemsets of a given minimal length min_l in a transaction database.",$n$: total number of transactions (size of database),,,Combinatorics
75.0,Data Compression,Lossy Compression,,,,"The reduction or ideally elimination of redundancies in the original data to result in smaller required storage space is the goal of every compression scheme. There are two categories of data compression: lossy and lossless.

Lossy compression is achieved by only discarding the redundancies and out of human perception information and getting rid of those extra bits.",$n$: number of items in input series of data,,,Image Processing
75.0,Data Compression,Lossless Compression,,,,"The reduction or ideally elimination of redundancies in the original data to result in smaller required storage space is the goal of every compression scheme. There are two categories of data compression: lossy and lossless.

Lossless compression is fully information-preserving and fully reversible.",$n$: number of items in input series of data,,,Image Processing
76.0,Factorization Of Polynomials Over Finite Fields,Factorization of Polynomials Over Finite Fields,,,,Factor a given polynomial over a finite field into a product of irreducible polynomials.,"$n$: degree of polynomial
$p$: characteristic of finite field",O(n^2),,Numerical Analysis
77.0,Cryptanalysis Of Linear Feedback Shift Registers,Cryptanalysis of Linear Feedback Shift Registers,,,,Find the shortest linear feedback shift register that can generate a given finite sequence of digits.,$n$: size of input stream,,,Cryptography
78.0,Stable Matching Problem,Stable Marriage Problem,"Stable Matching Problem, SMP",Stable Roommates Problem,Almost Stable Marriage Problem; Boolean d-Attribute Stable Matching; Stable Matching Verification; Stable Pair Checking,"Given $n$ men and $n$ women, where each person has ranked all members of the opposite sex in order of preference, marry the men and women together such that there are no two people of opposite sex who would both rather have each other than their current partners. When there are no such pairs of people, the set of marriages is deemed stable.",$n$: number of men and number of women,O(n^2),,Combinatorics
78.0,Stable Matching Problem,Almost Stable Marriage Problem,,Stable Marriage Problem,,"The task in the Almost Stable Marriage Problem is to find a matching that minimises the number of unstable edges, but the matching does not have to be a maximum matching.",$n$: number of men and number of women,,,Combinatorics
78.0,Stable Matching Problem,Stable Roommates Problem,SRP,,Stable Marriage Problem,"Given $2n$ participants, each of participant ranks the others in strict order of preference. A matching is a set of $n$ disjoint pairs of participants. A matching $M$ in an instance of SRP is stable if there are no two participants $x$ and $y$, each of whom prefers the other to their partner in $M$. Such a pair is said to block $M$, or to be a blocking pair with respect to $M$.",$n$: number of pairs of roommates,,,Combinatorics
78.0,Stable Matching Problem,Boolean d-Attribute Stable Matching,,Stable Marriage Problem,,"SMP in the d-attribute model. In the d-attribute model, we assume that there are d different attributes (e.g. income, height, sense of humor, etc.) with a fixed, possibly objective, ranking of the men for each attribute. Each woman’s preference list is based on a linear combination of the attributes of the men, where each woman can have different weights for each attribute. Some women may care more about, say, height whereas others care more about sense of humor. Men’s preferences are defined analogously.","$n$: number of men and number of women
$d$: number of attributes",,,Combinatorics
78.0,Stable Matching Problem,Stable Matching Verification,,Stable Marriage Problem,,"Verify that a given matching is stable, given the preferences",$n$: number of men and number of women,,,Combinatorics
78.0,Stable Matching Problem,Stable Pair Checking,,Stable Marriage Problem,,"Verify that a given pairing is stable, given the preferences",$n$: number of pairs of roommates,,,Combinatorics
79.0,Longest Path Problem,Longest Path on Interval Graphs,,,,"The longest path problem is the problem of finding a path of maximum length in a graph.

A graph $G$ is called interval graph if its vertices can be put in a one-to-one correspondence with a family $F$ of intervals on the real line such that two vertices are adjacent in $G$ if and only if the corresponding intervals intersect; $F$ is called an intersection model for $G$.","$n$: number of vertices
$m$: number of edges",,,Combinatorics
80.0,Maximum Subarray Problem,Maximum Subarray,,,1D Maximum Subarray; 2D Maximum Subarray; 2D Maximum Square Subarray; dD Maximum Square Subarray;,"Given a $d$-dimensional array $M$ with $n^d$ real-valued entries, find the $d$-dimensional subarray of $M$ which maximizes the sum of the elements it contains.","$n$: length of array
$d$: dimensionality of array",,,Combinatorics
